Entité financière programme;Nomenclature;Nature AP/EPCP;Type mouvement;Section;Code chapitre;Libellé chapitre;Code article;Libellé article;Code fonction;Libellé fonction;Mt Voté BP
Budget principal VT;M14;Dépense;Réel;Fonctionnement;67;Charges exceptionnelles;6748;Autres subventions de fonctionnement exceptionnelles;524;Autres services;345000
Budget principal VT;M14;Dépense;Réel;Investissement;20;Immobilisations incorporelles;202;Frais d'études, d'élaboration, de modifications et de révisions des documents d'urbanisme;824;Autres opérations d'aménagement urbain;40000
Budget principal VT;M14;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;281568;Amortissements d'autre matériel et outillage d'incendie et de défense civile;01;Opération non ventilable;19299
Budget principal VT;M14;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28182;Amortissements du matériel de transport;01;Opération non ventilable;1799704
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60618;Autres fournitures non stockables;313;Théâtres;120000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60628;Autres fournitures non stockées;313;Théâtres;20000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6064;Fournitures administratives;313;Théâtres;15000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6135;Locations mobilières;313;Théâtres;472000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;313;Théâtres;4500
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6247;Transports collectifs;313;Théâtres;50000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6256;Missions;313;Théâtres;398000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6261;Frais d'affranchissement;313;Théâtres;55000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6282;Frais de gardiennage (églises, forêts et bois communaux...);313;Théâtres;150000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6283;Frais de nettoyage des locaux;313;Théâtres;195000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;313;Théâtres;2106000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;65;Autres charges de gestion courante;651;Redevances pour concessions, brevets, licences, procédés, logiciels, droits et valeurs similaires;313;Théâtres;705500
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Fonctionnement;67;Charges exceptionnelles;6714;Bourses et prix;313;Théâtres;20000
Théâtre Orchestre du Capitole;M14;Dépense;Réel;Investissement;20;Immobilisations incorporelles;2051;Concessions et droits similaires;313;Théâtres;43000
Théâtre Orchestre du Capitole;M14;Recette;Réel;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7078;Vente de marchandises;313;Théâtres;35000
Théâtre Orchestre du Capitole;M14;Recette;Réel;Fonctionnement;74;Dotations, subventions et participations;74741;Participations - Communes membres du GFP;313;Théâtres;19053518
Théâtre Orchestre du Capitole;M14;Recette;Réel;Fonctionnement;75;Autres produits de gestion courante;752;Revenus des immeubles;313;Théâtres;130000
Théâtre Orchestre du Capitole;M14;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28051;Amortissement des concessions et droits similaires;01;Opération non ventilable;15163
Théâtre Orchestre du Capitole;M14;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28184;Amortissements du mobilier;01;Opération non ventilable;31750
Pompes Funèbres;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6061;Achats non stockés de matière et fournitures - Fournitures non stockables (eau, énergie, ...);6061;Achats non stockés de matière et fournitures - Fournitures non stockables (eau, énergie, ...);29000
Pompes Funèbres;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6064;Achats non stockés de matière et fournitures - Fournitures administratives;6064;Achats non stockés de matière et fournitures - Fournitures administratives;2500
Pompes Funèbres;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6225;Rémunérations d'intermédiaires et honoraires - Indemnités au comptable et aux régisseurs;6225;Rémunérations d'intermédiaires et honoraires - Indemnités au comptable et aux régisseurs;1600
Pompes Funèbres;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6256;Déplacements, missions et réceptions - Missions;6256;Déplacements, missions et réceptions - Missions;3700
Pompes Funèbres;M4;Dépense;Réel;Fonctionnement;65;autres charges de gestion courante;6541;Créances admises et non valeur;6541;Créances admises et non valeur;24000
Pompes Funèbres;M4;Recette;Réel;Fonctionnement;70;Ventes de produits fabriqués, prestations de services, marchandises;706;Prestations de services;706;Prestations de services;1760000
Pompes Funèbres;M4;Recette;Réel;Fonctionnement;75;Autres produits de gestion courante;758;Produits divers de gestion courante;758;Produits divers de gestion courante;39000
Pompes Funèbres;M4;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28135;Amortissements des immobilisations corporelles - Installations générales, agencements, aménagements des constructions;28135;Amortissements des immobilisations corporelles - Installations générales, agencements, aménagements des constructions;1283
Crématorium;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6262;Frais postaux et de télécommunications - Frais de télécommunications;6262;Frais postaux et de télécommunications - Frais de télécommunications;1000
Crématorium;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;627;Services bancaires et assimilés;627;Services bancaires et assimilés;600
Crématorium;M4;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6414;Rémunérations du personnel - Indemnités et avantages divers;6414;Rémunérations du personnel - Indemnités et avantages divers;43000
Crématorium;M4;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Charges de sécurité sociale et de prévoyance - Cotisations à l'URSSAF;6451;Charges de sécurité sociale et de prévoyance - Cotisations à l'URSSAF;43000
Crématorium;M4;Dépense;Ordre;Fonctionnement;042;Opérations d'ordre de transfert entre sections;6811;Dotations aux amortissements, aux dépréciations et aux provisions Charges d'exploitation - Dotations aux amortissements sur immobilisations incorporelles et corporelles;6811;Dotations aux amortissements, aux dépréciations et aux provisions Charges d'exploitation - Dotations aux amortissements sur immobilisations incorporelles et corporelles;8000
Crématorium;M4;Recette;Réel;Fonctionnement;70;Ventes de produits fabriqués, prestations de services, marchandises;706;Prestations de services;706;Prestations de services;1050000
Crématorium;M4;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28154;Amortissements des immobilisations corporelles - Matériel industriel;28154;Amortissements des immobilisations corporelles - Matériel industriel;293
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6282;Frais de gardiennage (églises, forêts et bois communaux...);020;Administration générale de la collectivité;2436459
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;255;Classes de découverte et autres services annexes de l'enseignement;20971
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6218;Autre personnel extérieur;020;Administration générale de la collectivité;258019
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6283;Frais de nettoyage des locaux;020;Administration générale de la collectivité;689600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);824;Autres opérations d'aménagement urbain;7000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);422;Autres activités pour les jeunes;9800
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6281;Concours divers (cotisations..);833;Préservation du millieu naturel;2000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;62876;Divers - Au GFP de rattachement;01;Opérations non ventilables;6638830
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;112;Police municipale;113974
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;524;Autres services;18866
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6236;Catalogues et imprimés;521;Services à caractère social pour handicapés et inadaptés;12000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6247;Transports collectifs;048;Autres actions de coopération décentralisée;20000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6244;Transports administratifs;023;Information, communication, publicité;399000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6231;Annonces et insertions;824;Autres opérations d'aménagement urbain;15000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6231;Annonces et insertions;90;Interventions économiques;6000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6236;Catalogues et imprimés;33;Action culturelle;281000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6236;Catalogues et imprimés;510;Services communs;8000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6238;Divers;321;Bibliothèques et médiathèques;89100
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6241;Transports de biens;33;Action culturelle;1600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6237;Publications;322;Musées;48493
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;255;Classes de découverte et autres services annexes de l'enseignement;136400
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60628;Autres fournitures non stockées;020;Administration générale de la collectivité;6000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60612;Energie - Electricité;020;Administration générale de la collectivité;7297652
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;311;Expression musicale, lyrique et chorégraphique;103653
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60628;Autres fournitures non stockées;823;Espaces verts urbains;1000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60631;Fournitures d'entretien;415;Manifestations sportives;400
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60631;Fournitures d'entretien;413;Piscines;100000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60631;Fournitures d'entretien;412;Stades;170000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60621;Combustibles;33;Action culturelle;50
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;524;Autres services;16000
