Entité financière programme;Nature AP/EPCP;Type mouvement;Section;Nomenclature comptable;Code chapitre;Libellé chapitre;Code article;Libellé article;Code présentation croisée;Libellé présentation croisée;Chapitre par nature;Libellé par nature;Mt CP Voté BP;Mt CP ICNE BP
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6188;Autres frais divers;024;Fêtes et cérémonies;011;Ch. à caract. gén.;872000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;524;Autres services;21;Immob. corporelles;12000;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;011;Charges à caractère général;6068;Autres matières et fournitures;313;Théâtres;011;Ch. à caract. gén.;665300;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6283;Frais de nettoyage des locaux;020;Administration générale de la collectivité;011;Ch. à caract. gén.;688600;0
Budget principal VT;Dépense;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;192;Plus ou moins-values sur cessions d'immobilisations;01;Opération non ventilable;040;;0;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;814;Eclairage public;011;Ch. à caract. gén.;10000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6068;Autres matières et fournitures;112;Police municipale;011;Ch. à caract. gén.;57700;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1328;Subventions d'équipement non transférables - Autres;510;Services communs;13;Subventions;100000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6257;Réceptions;510;Services communs;011;Ch. à caract. gén.;1000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;617;Etudes et reherches;521;Services à caractère social pour handicapés et inadaptés;011;Ch. à caract. gén.;30000;0
Budget principal VT;Recette;Réel;Investissement;M14V;10;Dotations, fonds divers et réserves;1068;Excédents de fonctionnement capitalisés;01;Opération non ventilable;10;Dot., fonds div., réserves;0;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;321;Bibliothèques et médiathèques;012;Ch.de pers., frais ass.;2523910;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6456;Versements au F.N.C. du supplément familial;020;Administration générale de la collectivité;012;Ch.de pers., frais ass.;740000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6135;Locations mobilières;523;Actions en faveur des personnes en difficulté;011;Ch. à caract. gén.;5000;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;70;Produits des services, du domaine et ventes diverses;7067;Redevances et droits des services périscolaires et d'enseignement;255;Classes de découverte et autres services annexes de l'enseignement;70;Prod. des services;2080000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;33;Action culturelle;012;Ch.de pers., frais ass.;12773;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;67;Charges exceptionnelles;678;Autres charges exceptionnelles;020;Administration générale de la collectivité;67;Ch. execpt.;25000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;322;Musées;012;Ch.de pers., frais ass.;50168;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2182;Matériel de transport;40;Services communs;21;Immob. corporelles;67195;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;617;Etudes et reherches;213;Classes regroupées;011;Ch. à caract. gén.;20000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6132;Locations immobilières;824;Autres opérations d'aménagement urbain;011;Ch. à caract. gén.;470000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;204;Subventions d'équipement versées;204182;Subventions d'équipement versées aux autres organismes publics - Bâtiments et installations;72;Aide au secteur locatif;204;;2400000;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1322;Subventions d'équipement non transférables - Régions;824;Autres opérations d'aménagement urbain;13;Subventions;0;0
Budget principal VT;Dépense;Réel;Investissement;M14V;204;Subventions d'équipement versées;20421;Subventions d'équipement versées aux personnes de droit privé - Biens mobiliers, matériel et études;524;Autres services;204;;100000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;63;Aides à la famille;012;Ch.de pers., frais ass.;1740;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1328;Subventions d'équipement non transférables - Autres;824;Autres opérations d'aménagement urbain;13;Subventions;0;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2111;Terrains nus;020;Administration générale de la collectivité;21;Immob. corporelles;0;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1321;Subventions d'équipement non transférables - Etat et établissements nationaux;814;Eclairage public;13;Subventions;0;0
Théâtre Orchestre du Capitole;Recette;Réel;Investissement;M14;10;Dotations, fonds divers et réserves;1068;Excédents de fonctionnement capitalisés;01;Opération non ventilable;10;Dot., fonds div., réserves;0;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;520;Services communs;21;Immob. corporelles;4000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;20;Immobilisations incorporelles;2031;Frais d'études;824;Autres opérations d'aménagement urbain;20;Immob. incorporelles;552303;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;020;Administration générale de la collectivité;21;Immob. corporelles;15220452;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;011;Charges à caractère général;6231;Annonces et insertions;313;Théâtres;011;Ch. à caract. gén.;38200;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6188;Autres frais divers;322;Musées;011;Ch. à caract. gén.;258550;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;824;Autres opérations d'aménagement urbain;21;Immob. corporelles;7500;0
Budget principal VT;Dépense;Réel;Investissement;M14V;20;Immobilisations incorporelles;202;Frais d'études, d'élaboration, de modifications et de révisions des documents d'urbanisme;820;Services communs;20;Immob. incorporelles;160000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6331;Versement de transport;323;Archives;012;Ch.de pers., frais ass.;16162;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;20;Services communs;012;Ch.de pers., frais ass.;620411;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6156;Maintenance;323;Archives;011;Ch. à caract. gén.;500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60623;Alimentation;33;Action culturelle;011;Ch. à caract. gén.;8240;0
Budget principal VT;Recette;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;28182;Amortissements du matériel de transport;01;Opération non ventilable;28;Amort. des immobilisations;1944250;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60621;Combustibles;823;Espaces verts urbains;011;Ch. à caract. gén.;50000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6182;Documentation générale et technique;311;Expression musicale, lyrique et chorégraphique;011;Ch. à caract. gén.;1800;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;011;Charges à caractère général;60632;Fournitures de petit équipement;313;Théâtres;011;Ch. à caract. gén.;34000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;20;Immobilisations incorporelles;2031;Frais d'études;313;Théâtres;20;Immob. incorporelles;1439910;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6068;Autres matières et fournitures;048;Autres actions de coopération décentralisée;011;Ch. à caract. gén.;5000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;311;Expression musicale, lyrique et chorégraphique;21;Immob. corporelles;76000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6257;Réceptions;048;Autres actions de coopération décentralisée;011;Ch. à caract. gén.;90353;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;01;Opérations non ventilables;012;Ch.de pers., frais ass.;199886;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60631;Fournitures d'entretien;524;Autres services;011;Ch. à caract. gén.;1200;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;21561;Matériel roulant d'incendie et de défense civile;020;Administration générale de la collectivité;21;Immob. corporelles;0;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1328;Subventions d'équipement non transférables - Autres;832;Actions spécifiques de lutte contre la pollution;13;Subventions;0;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;820;Services communs;012;Ch.de pers., frais ass.;1234237;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;510;Services communs;011;Ch. à caract. gén.;35000;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1323;Subventions d'équipement non transférables - Départements;414;Autres équipements sportifs ou de loisir;13;Subventions;647530;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6188;Autres frais divers;520;Services communs;011;Ch. à caract. gén.;1000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60632;Fournitures de petit équipement;213;Classes regroupées;011;Ch. à caract. gén.;110000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6188;Autres frais divers;412;Stades;011;Ch. à caract. gén.;40000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;114;Autres services de protection civile;012;Ch.de pers., frais ass.;6572;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;422;Autres activités pour les jeunes;012;Ch.de pers., frais ass.;6973493;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;820;Services communs;012;Ch.de pers., frais ass.;1438125;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;65;Autres charges de gestion courante;658;Charges diverses de la gestion courante;255;Classes de découverte et autres services annexes de l'enseignement;65;Autres ch d'activité;155000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;212;Ecoles primaires;012;Ch.de pers., frais ass.;75198;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6331;Versement de transport;422;Autres activités pour les jeunes;012;Ch.de pers., frais ass.;154343;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60623;Alimentation;251;Hébergement et restauration scolaire;011;Ch. à caract. gén.;11142200;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;312;Arts plastiques et autres activités artistiques;012;Ch.de pers., frais ass.;206;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;423;Colonies de vacances;012;Ch.de pers., frais ass.;1161;0
Budget principal VT;Recette;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;2138;Autres constructions (O);01;Opération non ventilable;040;;0;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;21533;Réseaux cablés;020;Administration générale de la collectivité;21;Immob. corporelles;148350;0
